Name,About Ecosystem,Apply Now,Contact,Created,Description,Discord,Ecosystem,Execution Layer,Grant Amount,Status,This grant is for,Twitter:,Website
Meta Gamma Delta,,https://forum.daohaus.club/t/guide-meta-gamma-delta-grants-application-process/10626,,"June 10, 2022 1:46 PM","We fund women-led projects that aim to benefit the development of the decentralized ecosystem.

MGD Grants Program
Our vision is a world in which all people have economic freedom and financial independence. No matter the color of their skin, gender, sexual orientation, or the country they live in, everyone should have the right to live a happy and meaningful life. This type of world requires breaking down conventional structures and pushing against the status quo. It is what blockchain technology and decentralization aim to do.

Qualifications
• You are a female Founder or Co-Founder
• You are building a decentralized application or working on a project that benefits the development of a decentralized world
• Working on a program that encourages women/minorities to be part of your community",,All,,,Ongoing,"Academics, Community Building/Content Creation, DAOs, Dapps, Devs, Events/Hackathons, Incubators/Accelerators, Infrastructure, NFTs, Public Goods, Researchers, Universal Tools, Women Only",,https://metagammadelta.com/grants/
mStable,"mStable is an autonomous and non-custodial infrastructure for pegged-value crypto assets. The protocol was created to address three major problems:

Significant fragmentation in same-peg crypto assets (there are currently at least 5 major USD pegged crypto assets on Ethereum, for example)
Lack of yield in fiat currencies and pegged crypto assets
Lack of protection against permanent capital loss in pegged crypto assetsm
Stable provides a solution to these three problems through the creation of meta-assets, which are fully backed by a diversified basket of existing tokenised same-base assets.",https://airtable.com/shrmPojq6wrSDyC3m,,"June 10, 2022 1:46 PM","The mStable GrantsDAO is a community-led program for funding ideas that could benefit the mStable protocol, with a focus on building a wider community of developers, creators, and innovators.

What is the GrantsDAO?
We are a team of active mStable community members and contributors in charge of approving grants/bounties. We were brought together to further increase the decentralisation of the mStable protocol and to foster community-led initiatives with a focus on growing the mStable protocol and ecosystem.

Program Details
• The mStable GrantsDAO has allocated 100,000 MTA every quarter for funding grants unless the previous quarter's funds are less than 50% utilised.
• The grants program will run from 1 Jun 2021 to 1 Jul 2022 for a period of one year with https://www.notion.so/5340a0fa91fc482a99e9e18618880cb4.

Eligibility
As long as you are building something useful for the mStable ecosystem, we welcome you to apply for our developer and community grants.

• Developer Grants
    ◦ Protocol development
    ◦ Code audits
    ◦ API/Subgraph documentation
    ◦ Integrations and business development
    ◦ Hackathons
    ◦ Data and dashboards
• Community Grants
    ◦ Content creation and marketing
    ◦ NFT design
    ◦ mStable Swag for the community
    ◦ Community leaderboard

Grant Process
• Bounty Creation
Bounties can be created using the https://www.notion.so/9a14f42d56ca4fbda800c6d64f5fdeca. The form should be used by people who have an idea for something that would be benefit mStable but aren't able to do it themselves. If a bounty is approved it will be posted to the https://www.notion.so/a0b60b686eec483898111e99164622f3 where others can apply for a grant to fulfill the bounty.
• Application
Browse our grants program and apply through the https://www.notion.so/f06c1bb6f5704783bf458c55abf91af3. Apply for a grant of your own or for one of our open bounties listed on the https://www.notion.so/a0b60b686eec483898111e99164622f3.
• Review
The mStable GrantsDAO will review your grant request if the grant amount is below $50k. For larger grants, MTA governors will vote through governance.
• Approval
The grantsDAO will review your application based on several criteria, e.g. the value it brings to the ecosystem and the experience of the team to achieve that vision.
• Disbursement
Grants will be made directly to your Ethereum address within 72 hours.
https://www.notion.so/a0b60b686eec483898111e99164622f3
https://airtable.com/shrmPojq6wrSDyC3m
https://www.notion.so/1eaf5d08aaf84320a50c09f14dccf466

Our Values
• Decentralisation
/ˌdiːsɛntr(ə)lʌɪˈzeɪʃ(ə)n/
noun
the transfer of control of an activity or organisation to several local offices or authorities rather than one single one.
• Communication
/kəmjuːnɪˈkeɪʃ(ə)n/
noun
the imparting or exchanging of information by speaking, writing, or using some other medium.
• Collaboration
/kəlabəˈreɪʃn/
noun
the action of working with someone to produce something.
• Enthusiasm
/ɪnˈθjuːzɪaz(ə)m,ɛnˈθjuːzɪaz(ə)m/
noun
intense and eager enjoyment, interest, or approval.
• Progress
/ˈprəʊɡrɛs/
noun
development towards an improved or more advanced condition.
• Creativity
/ˌkriːeɪˈtɪvɪti/
noun
the use of imagination or original ideas to create something; inventiveness.",,mstable,EVM,,Ongoing,"Community Building/Content Creation, DAOs, Devs, Events/Hackathons, Infrastructure, Public Goods",,https://mstable.org/
NEAR Foundation,"NEAR is a decentralized application platform with the potential to change how systems are designed, how applications are built, and how the web itself works. 
It is a complex technology with a simple goal — allow developers and entrepreneurs to easily and sustainably build applications that secure high-value assets like money and identity while making them performant and usable enough for consumers to access.   

To do this, NEAR is built from the ground up to deliver intuitive experiences for end-users, scale capacity across millions of devices, and provide developers with new and sustainable business models for their applications. In doing so, NEAR is creating the only community-run cloud strong enough to extend the reach of Open Finance and power the future of the open web.",https://airtable.com/shrY3sDi7JnWtLNI6,,"June 10, 2022 1:46 PM","Grant Foundation Grants Program
This application is for entrepreneurs, developers, researchers, and advocates looking to contribute to the NEAR ecosystem. You might be looking to bootstrap your project on NEAR, add funds to your DAO’s treasury, or conduct research on the social impacts of decentralization. The NEAR Foundation (NF) welcomes all projects interested in building a more scalable, equitable, and creative future on NEAR.",,NEAR,Rust,,Ongoing,"Academics, DAOs, Dapps, Devs, Infrastructure, Researchers",,https://near.org/grants/
NEO ECO Support,"Neo is a software network that seeks to serve as a platform on top of which anyone can transact and create decentralized products and services.
Neo is sometimes referred to as the “https://www.kraken.com/en-gb/learn/what-is-ethereum-eth of China” due to it sharing many similar features with its more popular counterpart, such as the ability to write decentralized applications (dapps) for decentralized exchanges, prediction markets and social networks, among others.

Further, the Neo network also offers a host of other features to its users, including a decentralized file storage system, an identity system, and an oracle system for feeding external information to it (https://www.kraken.com/en-gb/prices). 

Neo uses a unique governance system called Delegated Byzantine Fault Tolerant (dBFT) as its consensus mechanism for the computers that run its software.
Central to running operations on its https://www.kraken.com/en-gb/learn/what-is-blockchain-technology are two native https://www.kraken.com/en-gb/learn/what-is-cryptocurrency, NEO, for voting on protocol changes, and GAS, used to pay for computation on the network",grants@neo.org,,"June 10, 2022 1:46 PM","The Neo General Grants Program is primarily focused on funding the development of tools and infrastructure for the Neo Blockchain.

The Neo Foundation supports teams that are capable of executing outstanding blockchain software development initiatives that improve the Neo ecosystem.

Examples include developer tools such as SDKs, nodes, layer2 protocols, IDE plugins, and infrastructure protocols. We expect teams and deliverables to be adoption driven, developer friendly, and delivered on-time.

Project funding
The average funding for a project is between $5,000 to $50,000, with the typical maximum funding around $100,000. However, if a project can provide extraordinary value to the Neo ecosystem, additional funding may be possible. Generally, the Neo Foundation decides the funding for a project based on the time, difficulty, importance or priority to the Neo ecosystem and the developer-friendly nature of the project. Most of the projects should be expected to be completed within 6 months.

Grants may be applied for in stages for new projects with complexity, or for existing projects with major new capabilities or upgrades. For existing projects, teams need to complete and deliver on the previous grant as described in their application before receiving additional funds. The Neo Foundation Grants Committee will decide whether to approve the new grant application.

Application requirementsIf you feel your project is right for General Grants, please contact Neo Foundation with the following information:
• Team introduction
    ◦ Team name
    ◦ Team website / GitHub organization
    ◦ Legal entity information (if you have one)
    ◦ Team composition (leaders / members)
    ◦ Related experience
• Project introduction
    ◦ A brief introduction to the project and its use-cases or scenarios.
    ◦ An explanation of why this project is important to the Neo ecosystem. Are there any other projects similar to yours in the Neo ecosystem?
    ◦ A summary of why your team is motivated and interested in developing this project.
    ◦ Any anticipated challenges or risks to successful delivery and completion of the project.
• Project roadmap
    ◦ Delivery milestones and timeframe
    ◦ Features outline
    ◦ Verifiable deliverables
    ◦ Total funding request / budget plan for each milestone
    ◦ Future plans / team’s longer term business priorities",,"All, Neo",NEOvm,"$5000=$50,000",Ongoing,"Academics, Dapps, Devs, Infrastructure",,https://neo.org/eco#general-grants
NEO Research Grants,"Neo is a software network that seeks to serve as a platform on top of which anyone can transact and create decentralized products and services.
Neo is sometimes referred to as the “https://www.kraken.com/en-gb/learn/what-is-ethereum-eth of China” due to it sharing many similar features with its more popular counterpart, such as the ability to write decentralized applications (dapps) for decentralized exchanges, prediction markets and social networks, among others.

Further, the Neo network also offers a host of other features to its users, including a decentralized file storage system, an identity system, and an oracle system for feeding external information to it (https://www.kraken.com/en-gb/prices). 

Neo uses a unique governance system called Delegated Byzantine Fault Tolerant (dBFT) as its consensus mechanism for the computers that run its software.
Central to running operations on its https://www.kraken.com/en-gb/learn/what-is-blockchain-technology are two native https://www.kraken.com/en-gb/learn/what-is-cryptocurrency, NEO, for voting on protocol changes, and GAS, used to pay for computation on the network",Email grants@neo.org,,"June 10, 2022 1:46 PM","ResearchTechnological innovation is the premise for the continuous growth and development of the blockchain industry. The Neo Foundation is interested in funding universities, research institutes, laboratories, consultancies, and researchers to conduct applied research based on the Neo blockchain capabilities and roadmap.

Research Topics
We are looking for pioneering researchers to focus their applied research efforts in areas related to the Neo Foundation's vision and roadmap. In order to provide directional guidance, listed below are some relevant topics that the Neo Foundation is considering in its roadmap over the next 12-24 months. If you believe that we should sponsor applied research in areas related to the Neo that isn't currently in the list, then please feel free to submit a new request addressing the proposal using the Research Application Form.

The following topics are listed alphabetically

• Consensus algorithm optimization
• Cryptography
• Distributed infrastructure applications
• Economic model optimization
• High-level-languages
• Interoperability across blockchains
• Large-scale enterprise adoption
• NeoVM upgrades & optimization
• On-chain governance
• Privacy
• Scalability
• Security
• Tokenization and circulation of digital assets

Funding

The average funding for a research project is around $10,000 to $100,000. However, if the project can provide extraordinary value to the Neo Foundation, additional funding may be possible. Most of the projects should be expected to be completed within 6 months, complex ones no longer than 12 months.

We attach importance to the application of research results, which may bring real - world improvements to the Neo Blockchain. Expected output and results of the applied research include but are not limited to:
• Shipping code on TestNet
• Protocol and related specification(s)
• Reference implementation(s)
• Prototype(s)
• Technical report(s) with experimental results

How to apply

If you are…
• An academic institution or research institute
• An individual or group with expert knowledge in specialized fields such as applied cryptography, P2P systems, engineering, economics, governance, etc.
• Capable of bringing real-world improvements to the Neo blockchain
• Able to provide examples of previous research projects and resultsResearch 

Grants could provide...
-Funding to complete your research
-Opportunities to participate in global events and media interviews
-Access to developer community events, such as the Neo Community Assembly

If you want to apply for a research grant, please contact the Neo Foundation with the following information:

Research Topic
Please introduce the topic on which you intend to focus your research.

Project Introduction
Please introduce the context of the research topic, its main goal, and the main problems to be solved. Please also indicate the expected results in detail, such as prototype, programmable code, monograph, research report, etc.

Team Introduction
Please introduce the applicant’s background and its team members with past research results. Please also indicate the principal researcher and his/her resume and contact.

Research Roadmap
Please introduce the research plan and its milestones, and indicate its conditions, guarantees, and risks in completing the project. Please also detail the suggested evaluation indicators.

Budget
Please include the requested budget and its usage.",,Neo,NEOvm,"$10,000-$100,000",Ongoing,"Academics, Researchers",,https://neo.org/eco#research-grants
Nervos Grants,"The Nervos Network is an open source public blockchain ecosystem and collection of protocols solving the biggest challenges facing blockchains today
. The Nervos CKB (Common Knowledge Base) is the layer 1, proof of work public blockchain protocol of the Nervos Network.",https://docs.google.com/forms/d/1s44tAcdH1XVIk8EPUV5AOhvaLi97BLffZgTmYAcsWTU/viewform?edit_requested=true,,"June 10, 2022 1:46 PM","GRANT CATAGORIES
The scope of the grants program will be broad and across all aspects of ecosystem building to allow anyone around the world the potential to join the community and help grow the Nervos Ecosystem.

Initial grants open for application focus on infrastructure building and developing the foundation for which the network and ecosystem can grow.

Each grant category has a scope of work for that specific category to give guidance and recommendations for potential applicants. For information on open grant categories and scope of work within each category, please head over to the https://talk.nervos.org/t/open-grant-program-categories-and-scope-of-work-for-applications/4109.",,Nervos,,,Ongoing,"Academics, Community Building/Content Creation, Dapps, Devs, Events/Hackathons, Infrastructure, Researchers, Universal Tools",,https://www.nervos.org/developer/grants
Notional,"Notion is a productivity software - Notion helps users schedule tasks, manage files, save documents, set reminders, keep agendas, and organize their work. Notion allows writing & pasting equations in the form of blocks or inline, as it supports LaTeX.",https://docs.google.com/forms/d/e/1FAIpQLSeyc6yhvOqcgFcI5DQe3C-5-JhWLOfsBy2U0IzHGgvc2DYUCA/viewform,,"June 10, 2022 1:46 PM","Notional Ecosystem Grants
Growing the Notional ecosystem will require contributions from community members with all different kinds of talents. This program will support contributions that range from smart contract development and technical research to educational content creation - and everything in between.

Potential grant categories
We welcome your ideas and your own personal expertise - here are a few types of grants that we are actively requesting proposals for:

• Usability and Tooling
Enhance Notional’s accessibility and ease of use, eg. : decentralized clients for the protocol, websites that allow new functionality, and analytics dashboards.

• Education and Community Growth
Engage and grow the Notional community with content and programs, eg. videos, hackathons, newsletters, podcast sponsorships, community DAOs, etc.

• Research/Analysis
Produce in-depth research and analysis of the Notional protocol, fixed-rate lending/borrowing, and other content that would be beneficial to the Notional protocol and optimization of governance parameters.

• Protocol improvements
Provide logic and frameworks for Notional protocol upgrades such as new collateral types, liquidity mining incentives, etc. This category includes things like gas optimization improvements and risk parameter updates.

• Integrations and Interfaces",,Notion,,,Ongoing,"Academics, Community Building/Content Creation, Devs, Events/Hackathons, NFTs, Public Goods, Researchers, Universal Tools",,https://wise-spy-474.notion.site/Ecosystem-Grants-Program-cf09bdaf631e405588ab0ffbc58f3401
Oasis Grants Program,"The Oasis Network is a privacy-first, proof-of-stake, decentralized network. A network designed to give users back control and ownership of their data, while supporting new applications in open finance and open data.",https://airtable.com/shrds85lC23z5Bwy2,,"June 10, 2022 1:46 PM","The ROSE Bloom Grants Program will help you kickstart the development of your projects in a range of key focus areas and support DeFi, NFT, P2E Gaming, Metaverse, Data DAO, data tokenization and privacy DApss.. Each proposal is eligible to receive up to $50,000 USD in ROSE tokens.

Currently, the ROSE Bloom Grants program offers grants for the following development environments:

- Oasis Emerald, the EVM Compatible ParaTime
As the official EVM compatible ParaTime on the Oasis Network, Emerald allows for full EVM compatibility and easy integration with EVM-based DApps, such as DeFi, NFT, Metaverse and crypto gaming. It offersincreased throughput of transactions and more than 99% lower fees than Ethereum.

-Oasis Labs' Parcel SDK
A privacy-first data governance SDK built by Oasis Labs to isolate and protect your most sensitive data without sacrificing the ability to use it.",,OASIS,EVM,"<50,000$ ",Ongoing,"Community Building/Content Creation, DAOs, Dapps, Devs, Events/Hackathons, NFTs",,https://oasisprotocol.org/grant-programs
Ocean DAO,"Ocean Protocol unlocks the value of data.

Data owners and consumers use Ocean Market app to publish, discover, and consume data in a secure, privacy-preserving fashion. OCEAN holders stake liquidity to data pools.

Data is wrapped as interoperable ERC721 data NFTs & ERC20 datatokens to enable data wallets, data exchanges, and more, via NFT & DeFi tools. Developers can use Ocean libraries to build their own data apps.",https://seed.oceandao.org/,,"June 10, 2022 1:46 PM","
OceanDAO offers community grants curated by OCEAN holders, towards growing the Ocean ecosystem. Funding is available for building software that uses Ocean, unleashing data, outreach, and improving OceanDAO itself.
",,Ocean,EVM,,Upcoming,"Community Building/Content Creation, Dapps, Devs, Events/Hackathons, Public Goods, Researchers, UI/UX, Universal Tools",,https://oceanprotocol.com/dao
Olympus Grants,"The goal of the Olympus protocol is to create a decentralized, censorship-resistant reserve currency for the emerging Web3 ecosystem. Developing a reserve currency is important because a fundamental goal of the Web3 financial movement is to foster an alternative economic ecosystem that serves the needs of its various stakeholders, which include:
• Having access to unique purpose-built assets that are widely and uniformly available across L1s and L2s
• Being able to transact/store value in highly decentralized and censorship-resistant assets that are not dependent on the traditional financial ecosystem for validation or survival",https://notionforms.io/forms/olympus-grants-program-application-form-1,,"June 10, 2022 1:46 PM","Olympus Grants. Expanding the econOHMy by planting new seeds, building bridges, and moving at the speed of trust.

Education
Educate more users about Olympus, and help make more Ohmies.

Infrastructure
Improve and expand the OHM infrastructure and reach.

Utility
Improve the utility of OHM, and reach more Ohmies.
",,Olympus,EVM,,Ongoing,"Academics, Community Building/Content Creation, Dapps, Devs, Events/Hackathons, Infrastructure, Researchers, Universal Tools",,https://grants.olympusdao.finance/
Open Grants,"Ethereum is a decentralized blockchain platform that establishes a peer-to-peer network that securely executes and verifies application code, called smart contracts. Smart contracts allow participants to transact with each other without a trusted central authority.",https://opengrants.com/,,"June 10, 2022 1:46 PM","Our goal is to create long-term incentives for open-source developers working on Ethereum’s roadmap, especially public goods R&D, which are essential to Ethereum’s success.

What is an Open Grant?

An open grant is a smart contract on Ethereum that forwards any funds that it receives to a defined list of recipients. The contract’s constructor parameters are grantees (list of recipients), amounts (how much to allocate to each grantee) and currency (currently only supports ETH).

Grants are intended to support contributors working on projects that enhance the Ethereum ecosystem. It’s meant for open-source developers, designers, researchers, writers – anyone who is contributing to the broader Ethereum roadmap.

Once logged in, open the menu and click “Create Grant”. Complete the form, keeping in mind that once a grant is created these details cannot be changed. For the project description, provide a high-level overview of the project, specifically how this grant will benefit the Ethereum ecosystem. For the project link we recommend you point to a webpage, blog post or document that covers things like scope of the project, goals, timeline, and funding goals. Once you’re ready, click “Create Grant” which will initiate a transaction to complete the action. Note that once a grant is created, its details cannot be modified.

Grantees may receive funds by one-off donations or over a longer duration with streams. You can view any grant that you’re a recipient of on the “My Grants” page to see the available balance. Anyone can distribute vested funds to grant recipients by clicking the “distribute” button and following the prompts, or by calling the withdraw function on a stream.

Submit a request using https://github.com/raid-guild/open-grants/issues/new?assignees=&labels=&template=add-featured-grant.md&title=Add+Featured+Grant",,Ethereum,EVM,,Ongoing,"Community Building/Content Creation, Dapps, Devs, Events/Hackathons, Researchers, Universal Tools",,https://opengrants.com/
OpenSea Grants,"OpenSea is the leading marketplace for non-fungible tokens. The platform lets users buy and sell NFTs on the secondary marketplace and also create their own NFT collections to sell on the primary marketplace. OpenSea marketplace is easy to navigate, with a filter feature to help you find the NFTs you need.",https://airtable.com/shrC6zgCb3lZo51as,,"June 10, 2022 1:46 PM","Ecosystem Grants will focus on thre
OpenSea Ecosystem Grants seek to empower creators, developers, and passionate community members working to enrich and expand the NFT ecosystem.

Usability and Tooling
Products and tooling that empower creators as well improve user experience.

Community Education
Resources to support the onboarding and educating of new users to help make NFTs and web3 more approachable.

Accessibility and Inclusivity
Creating a space where all individuals have access to the opportunity and promise of NFTs.

Who Can Apply
Any builder, founder, or creator passionate about advancing the NFT and Web3 space is encouraged to apply. We welcome and expect a diverse range of projects through this initiative!",,Open Sea,"EVM, Rust",,Ongoing,"Community Building/Content Creation, Devs, Events/Hackathons, Infrastructure, NFTs, Researchers, Universal Tools",,https://opensea.io/opensea-grants
Osmosis Grants,,https://grants.osmosis.zone/apply-here,,"June 10, 2022 1:46 PM","What is the Osmosis Grants Program?
The Osmosis Grants Program (OGP) was created to award $5k-$500k of funding to Osmosis community members for the completion of value-add tasks which may be too small to be funded through a governance proposal. 
We believe the community needs to start spending the Community Pool’s funds aggressively to encourage experimentation and innovation, grow the ecosystem, and onboard full-time contributors that could increase the value of the protocol by hundreds of millions of dollars.
A grants program is an efficient, low cost way to do this –– by empowering community participants and supporting teams building applications which leverage the Osmosis stack. 

How do I apply?
Fill out https://grants.osmosis.zone/apply-here application form. The application will only be shared with the Program Lead and members of the Reviewer Committee. The Lead will contact you directly if the application is successfully considered for a Grant.

How will I be compensated?
The Program Lead will work with you to establish possible milestones that could help split up the compensation so as to allow payment whenever a milestone is hit.
If no milestones can be determined, the Grant will be paid a portion upfront to cover costs and the remaining total once the grant is successfully completed.💡
All payments will be made in OSMO or USDC
If you would like to get paid in OSMO and are asking for a fixed dollar amount of compensation, the number of OSMO you will receive will be determined by the price of OSMO at the time of payment. 

Can I apply as a U.S. based person/company?
Yes!❗
Please note that all applicants who are located in the United States will receive payments in USDC instead of OSMO (due to legal concerns)

What type of project will qualify for a grant?
Anything that benefits Osmosis’ product and/or its community! 
There are numerous functions that can be funded through grants, such as analytics, tooling, infrastructure, growth and many more. Furthermore, the OGP can also fund ecosystem projects that are complementary to the core product of Osmosis, such as DeFi apps leveraging Osmosis’ AMMs and Osmosis-themed gaming/NFT projects. Check out the https://grants.osmosis.zone/request-for-proposals for inspiration!
We are hoping to fund a wide range of grants, from simple projects to more elaborate and longer term projects. The funding amount will vary to reflect the complexity.",,Cosmos,,5k-500k,Ongoing,Devs,,https://grants.osmosis.zone/
0x Grants,"0x is an open-source, decentralized exchange infrastructure that enables the exchange of tokenized assets on multiple blockchains.

The 0x protocol is, at its core, a set of secure smart contracts that facilitate the peer-to-peer exchange of https://ethereum.org/en/-based assets. The protocol serves as an open standard and common building block for any developer needing exchange functionality. 

In addition to the externally audited smart contracts, 0x also offers developer tools tailored to the ecosystem and open-access to a pool of shared liquidity.Developers can integrate with 0x at the smart contract or application layer."," https://forms.gle/xkhsE8W7jDHuHCK8A 26",,"June 10, 2022 1:46 PM","Funding Priorities
Generally speaking, we prefer opportunities that have the potential to grow protocol volume exponentially via win/win partnerships with balanced risk/reward.
Specifically, we have identified the following areas for prioritization:
• Projects that increase 0x protocol volume (preference for orderbook-based volume)
• Projects building on 0x protocol and Polygon
• Protocol feature development (for example, integrating NFT support from v3 into v4)
• Non-DeFi business models and use cases (social, games, etc.)
• Research, simulation, and analytics related to tokenomics design
• Branding strategy
• Community engagement
• Developer engagement and support

Funding and Decisionmaking Authority
The 0x community recently approved the 0x Ecosystem Value Experiment (0xEVE) and allocated an operating budget of 400K ZRX from the Treasury. 0xEVE has the authority to award grants that can be funded with its own budget. Given the current budget valuation, these will be smaller grants (<$50K). Larger grants (>$50K) will be awarded from Treasury funds and will require community approval via an onchain vote. In some cases, 0xEVE may award a grant for a prototype or MVP in advance of a larger award being proposed for community approval at a later date.

ZRX Requirements
There is no requirement to hold ZRX to apply for or propose a grant. However, submitting a proposal for a community vote requires the submitter to hold (or be delegated) 100K ZRX. For a proposal to be approved, it must meet the minimum threshold of 10M ZRX affirmative votes and the majority of all votes.

Process Flow
There are two paths that grants can follow. The first is through the 0xEVE team via an application form (small grants) and the second is directly to the 0x community via the governance forum (large grants). The 0xEVE team will evaluate and score grants proposed in the forum (similar to, but less complex than, the MakerDAO collateral onboarding framework).

Step 1: Grant seekers apply for funding using the https://forms.gle/xkhsE8W7jDHuHCK8A or posting on the https://gov.0x.org/c/governance/. If posting on the forum, please provide the same information required in the application form.
• For grants < $50K, use the https://forms.gle/xkhsE8W7jDHuHCK8A
• For grants > $50K, post in the https://gov.0x.org/c/governance/ and in https://snapshot.org/#/0xgov.ethNote: If you are thinking about applying for a grant of more than $50K but aren’t ready to post a proposal in the forum, please submit your idea using the application form to start a conversation with our team!
Step 2: 0xEVE team begins evaluation and contacts grant seekers if additional information or negotiation is needed. 0xEVE team may award grants that fall within its budgetary authority or publish evaluation and scoring for community consideration. Grant seekers should monitor the governance forum to provide additional information and feedback as needed.Note: If 0xEVE declines or is unable to fund a grant <$50k, grant seekers can post a proposal on the forum to request funding from the Treasury.
Step 3 : After a reasonable time period has passed to allow for community discussion and 0xEVE scoring (we suggest a minimum of 14 days), along with temperature check signalling from Snapshot, proposals may proceed to a vote (see ZRX Requirements, above).
For awarded grants, funding will be disbursed in accordance with milestones or other metric/accountability criteria, such as KPIs.",https://discord.com/invite/FduK2mE,0x,EVM,,Ongoing,"Community Building/Content Creation, DAOs, Dapps, Devs, Events/Hackathons, Infrastructure, NFTs, Researchers, UI/UX, Universal Tools",https://twitter.com/0xProject,https://gov.0x.org/t/0xdao-grant-program-framework-v1/962
Pool Grants,"PoolTogether is a decentralized and open source blockchain protocol for prize-linked savings. Replicating ""https://en.wikipedia.org/wiki/Prize-linked_savings_account"" all depositors are offered a chance to win prizes without needing to risk their deposited funds.

This is possible because prizes are made up of the interest that accrues on all deposited funds.
🏦 Users deposit into the network
📈 Yield accrues on all deposits
🏆 The yield is randomly awarded as prizes to the users.

The PoolTogether protocol has been live for over 3 years and distributed over $5 million in prizes to depositors. https://decrypt.co/66354/crypto-no-loss-lottery-winner-turns-74-into-40000.

PoolTogether is one of the first and most widely used decentralized finance applications. It helps people save money by giving them the chance to win prizes.",https://poolgrants.org/apply,,"June 10, 2022 1:46 PM","Why PoolGrants?
We launched this effort with a focus on enabling the entire user base, with its wide range of talents, to contribute those skills to the protocol in their own ways-whatever those ways are! Our approach to achieving that goal is to offer users the option to apply for MicroGrants in addition to proposals that require much more attention. These will serve as the on-ramp for the less involved, smaller budget proposals in an effort to be accessible by the entire userbase.
(Time allocated to these “micro” sized proposals will vary by quarter.)

Additional inspiration can be gained from our ongoing list of https://www.notion.so/cdc1aed8e3854e85a4401dbc1f6776b9 too.
• Protocol development (including core PoolTogether protocol development, development of higher layer protocols which use the PoolTogether protocol)
• Applications and integrations (front-ends and other applications/yield sources that use PoolTogether protocol)
• Developer tooling
• Marketing and educational
• Referral incentive programs
• Committees, sub-committees, and DAOs that serve the PoolTogether ecosystem
• Code audits

• Grant Application Process
Applicants are invited to schedule an introductory directly after submitting the application.
Your grant will be added to the agenda for our next weekly committee call and discussed internally through Discord.
Should we need further information from you, need to schedule subsequent calls, etc. you'll hear from us within the first 7-10 days with that request.
Committee calls are held on Thursday and typically we're able to have an up/down vote on the grants from previous 6 days on those.
Normal turnaround time: 14 days

• Voting Process
Our discussions and voting are currently held within Discord through a poll bot.
The committee has been requiring 4 of 6 votes to advance a grant to next stage.
For larger grant amounts we will require full committee support. We've yet to identify that threshold.
Our committee has been working together for a while now and we tend to be in agreement on applications so far. These processes will no doubt evolve along with the committee 😃",,Pool Together,EVM,,Ongoing,"Community Building/Content Creation, DAOs, Devs, Events/Hackathons, Infrastructure, NFTs, Researchers, UI/UX, Universal Tools",,https://pooltogether.com/
Radicle,"The Radicle project has released its native governance token, making it the first open-source, community-led, and self-sustaining network for software collaboration.

The Radicle project was established with two main objectives:
1. Develop a resilient collaboration infrastructure that respects users’ freedoms, without a reliance on trusted gatekeepers or on corporate or state overlords.
2. Use the newly developed sovereign financial infrastructure (Bitcoin, Ethereum, DeFi) in order to create new value flows for developers and grow the digital commons.",https://radicle.mirror.xyz/7RDTvdxABVndpZge9VT09Ku5JXD8lCCCpLRRZaVrtJU,,"June 10, 2022 1:46 PM","With six months and a $1M budget, the Radicle Grants Program will fund contributions that improve the Radicle ecosystem, and in turn, improve tooling for decentralized, open-source collaboration.

With these Treasury-funded community grants, we believe we are planting the first seeds of will grow to become a new model for funding open source. The aim is to directly support open source initiatives that help grow the Radicle product, the Radicle community, and the greater FOSS and Web3 community at large.
In essence: funding open source to grow open source",,Radicle,EVM,,Ends July 10,"Academics, Dapps, Devs, Events/Hackathons, Infrastructure, Public Goods, Researchers, Universal Tools",,https://radicle.mirror.xyz/7RDTvdxABVndpZge9VT09Ku5JXD8lCCCpLRRZaVrtJU
Rally,"The go-to platform for Creators & Communities to build independent, digital economies with social tokens & NFTs",https://forum.rally.io/t/guide-how-to-submit-a-funding-proposal/1407,,"June 10, 2022 1:46 PM","What do we fund?

• Research: Publishing Reports and Research Papers on concepts like “Engage-To-Earn”, Token Bonding Curves and other crypto-economic constructs appropriate for the $RLY Ecosystem

• $RLY Token Adoption: Owning the governance process for increasing adoption of the $RLY Token. Eg: Getting $RLY token accepted as an Asset on a DeFi protocol like Aave or Solend, or creating an Index that represents the $RLY ecosystem on Index Co-Op.

• Developer Tooling: Creating crypto tools that support the $RLY developer ecosystem. Eg: Token Bonding Curve Simulation Tools, On-Chain Analytics for Solana/Eth RLY.Projects: Building on the $RLY token and launching a social/defi platform with “Engage-to-Earn” mechanics.

• Sponsorships and Events: Eg: Sponsoring Eth Denver/Solana Breakpoint events, Funding $RLY events (Panels, Meetups, etc), Sponsoring Crypto Podcasts and Newsletters.

• Crypto Community Partnerships: Entering into Strategic Partnerships through funding or token swaps with other DAOs like Developer DAO, FWB, etc that are strategically important to the $RLY Network.",,Rally,,,Ongoing,"Community Building/Content Creation, DAOs, Devs, Events/Hackathons, Researchers, Universal Tools",,https://forum.rally.io/t/guide-how-to-submit-a-funding-proposal/1407
